id,name,locale
f891dfa4-76b8-4add-89e6-39b9d7ec2185,شارلز ريفر آي إم إس,ar-LB
b92611b0-9e15-4dc9-a75e-cff3da488d72,Checkmarx,ar-LB
00d7e6c6-92e9-466f-82bd-0ac60e6c2777,تشايلستايل,ar-LB
06bba650-589f-4b07-ae02-9d470334432f,شيف,ar-LB
9fd29e66-541f-418c-bf72-77c645493b33,الشيف إنسبكت,ar-LB
e582c4ad-b304-4241-bd07-a7373a82b433,CHEMCAD,ar-LB
fa65f172-c43c-45ea-a70e-a0b380e76c37,كيم درو (ChemDraw),ar-LB
ab0f36e0-5c01-4573-a28f-387c68f56314,التحليل الكيميائي وتقنيات المختبر,ar-LB
bbfde9bc-4d8a-49c0-9230-15b6225d666e,ChemTracker,ar-LB
2a341e58-1fd1-457c-b9f0-cb1ae8ee99ff,تشيرويل لإدارة التغيير,ar-LB
9ecb4411-c1d1-4ee9-b4dc-80e94c71a87a,إدارة خدمات تشيرويل,ar-LB
d7c983b8-52d4-47ca-a8f2-893a5d34c95a,وحدة SLA لإدارة خدمات تشيرويل,ar-LB
5c5e7768-43fe-4a80-9c7d-4ee0d251ff9e,توجيه الرقص والحركة,ar-LB
e64eb3d2-aa40-4a3c-bbc0-1161d6bde318,كرومليون,ar-LB
dab97f4a-a35a-4472-a04a-9d16c06d947e,إدارة الأمراض المزمنة,ar-LB
85613363-f6d8-4304-b40f-79abf08a0223,تشيرن زيرو,ar-LB
51551c1a-bcb6-40bc-972e-98c249117706,CircleCI,ar-LB
7c1c51fb-4e58-4ec6-8fbb-228b3abe106d,سيرك,ar-LB
0c9b529d-5100-439f-912a-d9c9c96c70f2,ضوابط CIS,ar-LB
b2e5d964-4a4d-4fdc-b772-160058ecd682,Cisco ACI,ar-LB
5b29b154-3c95-4f22-b94d-6072fb0d46dc,Cisco ASA,ar-LB
3f56ba6d-1189-494d-a0ac-b2f1abb61bcf,Cisco سحابة Services جهاز التوجيه (CSR) 1000V,ar-LB
cb094f8d-3cf9-433f-b563-2b77a6d877b4,Cisco مركز DNA,ar-LB
21d65626-98d6-4b40-8a11-41ff5c2d89e1,Cisco فاير باور,ar-LB
c906421e-bab8-4434-9d68-a4e2bd1e3717,Cisco الهوية Services المحرك (ISE),ar-LB
8b82b6aa-9f87-4be6-98ba-e3301b1738bb,Cisco IOS,ar-LB
a277ad61-a040-4624-8170-6fbc9b137286,Cisco دفاع ضد تهديدات إنترنت الأشياء,ar-LB
93ba4520-2827-4073-b1bb-29e860b838ef,Cisco جاببر,ar-LB
971e6fe3-4e2a-4aad-8f23-3c4c532b8fc9,Cisco شبكة Services منسق (NSO),ar-LB
05a851d1-f9ac-43fb-b64a-5bb1a9f78efa,Cisco باكت تراسر,ar-LB
1b9c3c3c-b3e1-493a-ae82-9398ee6b2208,Cisco برايم إنفراستركتشر,ar-LB
0c5f28a5-86f4-4513-96fb-42af6282593c,Cisco تيتراشن,ar-LB
2ffea723-4a87-4320-a2b2-9edc785af3c4,Cisco ويبكس,ar-LB
52944d8a-240b-48a0-a6d2-fcd672a0152c,Cisco ويبكس,ar-LB
d6de47d5-e4b4-4520-a2d2-dd3e03502033,سيجن,ar-LB
3b6fa996-f809-4a79-8da9-e89e5793928a,مشاركة المواطنين والتواصل,ar-LB
82a437c4-9bb9-40e6-a1c0-a6a29404b8f3,مشاركة المواطنين وتقنيات الاتصال,ar-LB
