id,name,locale
a7daf5e7-abf6-44cb-b910-d83de845317b,إدارة المرافق,ar-LB
0df6b664-9e2f-490c-b52e-1ae80cfaa54b,إدارة عمليات المرافق,ar-LB
0a0e81e0-3150-45d6-993a-9c2a3895be21,إدارة مشاريع المرافق,ar-LB
454adcfd-64c3-4dd9-abb6-229edb68243f,إدارة تكنولوجيا المرافق والأنظمة,ar-LB
e311606c-ebef-42d1-9334-d6727b35e885,إدارة المرافق والموارد,ar-LB
c8808620-a645-4b5a-9b64-59e65d336fba,صيانة المنشآت والعمليات,ar-LB
9ddcbcbb-44f8-4630-abf5-9d84ac2d2793,إدارة صيانة المنشآت,ar-LB
ea88fd47-0e35-4ee9-88ac-25aecf3671d9,فاكتست,ar-LB
a6358670-7b71-4549-9d1c-c3623ba4853b,تنسيق وتطوير الكادر الأكاديمي والإداري,ar-LB
c57fb8e4-e1ed-42ae-9802-9708b9936de2,تحليل الفشل والتحقيق في الأسباب الجذرية,ar-LB
d0c600be-74b6-4df9-b1eb-4ec82415529c,فيرليرن,ar-LB
8a35eb2e-bd14-4ca6-8fb0-9ff7d8261a5b,فايس,ar-LB
76f86586-9c0d-4eb7-99eb-8ff659c22693,قيادة العائلة,ar-LB
88d4d8d2-8036-47f3-9730-a9957a111ef2,إدارة الأعمال الزراعية والموارد,ar-LB
d99fd72b-1f95-4216-ab8d-64fc3f42371a,كشف الأعطال وتحليل الأسباب الجذرية,ar-LB
bba5f3da-9419-4d34-aeec-10f81ff969ef,إدارة الأعطال واستجابة الحوادث,ar-LB
789bf989-2804-4941-bcc8-89510cb15f1f,FEAF,ar-LB
d6ccc86a-04f7-42cd-8002-88fbf137175f,تحليل الجدوى وتقييم الموقع,ar-LB
ea01b101-5a45-4f5d-8229-52ba163ca8bb,تواصل التغذية الراجعة والتوجيه,ar-LB
8ed75649-580c-4e4b-872c-8fb9ef93c7d1,آليات التغذية الراجعة والتقارير,ar-LB
e5fbb2fc-5de3-46d3-882e-9ff317030399,إدارة التغذية,ar-LB
6e23a5e4-fd34-4012-98e3-f31527d4166d,فيكو,ar-LB
676c1e99-67d4-48b6-8e40-75e1159be7b9,فينيرغو,ar-LB
b403d023-a170-4174-ab7e-c90d5c785d6b,FEniCS,ar-LB
5ffdee9e-0312-45e6-99a6-f28a7cb8fe1c,التخصيب وإدارة المغذيات,ar-LB
67d16611-990f-48e1-91d7-005f89125919,واجهة Fetch,ar-LB
9f2916d9-52a7-4b87-aa4d-d00b99f5abdd,FHIR (موارد التفاعل السريع في الرعاية الصحية),ar-LB
938108c4-4d83-45d8-97aa-488511275fa6,وحدة التفكير السريري FHIR,ar-LB
da5315e8-b882-46dd-b32b-db696de3a4c5,تصميم أنظمة الألياف الضوئية والنقل,ar-LB
2edd7285-2357-4751-b132-744d10ddd4fa,تطبيقات حساسات الألياف الضوئية,ar-LB
95d85868-3746-49cf-b82a-030e8ade4e62,تكنولوجيا حساسات الألياف الضوئية,ar-LB
49fb6651-4d35-4f3b-9fec-246b212624e9,مدير الاحتيال FICO Falcon,ar-LB
13fc7a1a-a8fd-4b2e-8469-f641e816ca78,برنامج فايكو لإدارة إصدار القروض,ar-LB
9ed3277b-a816-4d1e-bc27-3cb830f20c05,فيكو تونبلر,ar-LB
c51b98d4-d7d2-466e-bca2-a5413b19bfaa,فيديسا,ar-LB
75ddc4b2-a3b6-428a-a6d1-d30124d921b9,عمليات الميدان وإدارة المواقع,ar-LB
5a3e4f31-0683-4bd7-acb3-c6a933e0dfd6,فيغما,ar-LB
116ad036-e92e-4adc-97f5-6e4b479a259d,إدارة الملفات والبيانات,ar-LB
62f09078-208d-491f-874d-2b05ebc5998a,Filecoin,ar-LB
1fea8ed8-d9dd-42c6-9ed3-b0ea174ac2a1,فاينال كات برو,ar-LB
8f24785a-22f2-4624-9ce4-e746ffd91c8d,المبادئ المالية والمحاسبية للتأمين,ar-LB
