id,name,locale
b3ecff63-f621-4d15-b2e0-c93f9e66828a,الإسعاف النفسي الأولي والتدخل في الأزمات,ar-LB
e496ec97-49a5-47a0-bb22-60420648b26d,علم النفس,ar-LB
0e696888-3bda-4073-8e68-0248a496e19e,علم النفس القياسي ونظرية القياس,ar-LB
42157b10-74bd-4319-9e43-4247c83d8abe,PsychoPy,ar-LB
28a63376-99e3-45c1-b5ce-e15f62a7e97f,تدريب على الأخلاقيات العامة والنزاهة,ar-LB
35dbbed9-a920-417a-98d7-6552aedc693c,الأنظمة المالية العامة والحوكمة,ar-LB
d93f7efc-d426-4523-99f4-bc1d2392df93,التقارير المالية العامة والشفافية,ar-LB
c6d61e81-e7f6-4283-81d0-1215b80dac6b,الدعوة والتمثيل في السياسة العامة,ar-LB
85cc3057-bb03-45d8-88c0-aa4ae6c42cc4,التواصل والسياسة العامة والدعوة,ar-LB
74750eab-141e-4fbe-8377-3764f11c6d0d,دعم تنفيذ السياسات العامة,ar-LB
0281538e-26ad-4904-b851-4ec77b4d2ee8,العلاقات العامة و العلاقات الإعلامية,ar-LB
d4eb8eee-f3a7-4147-a2a3-dd60d0601d11,التعليم والتدريب في السلامة العامة,ar-LB
7e533ccc-11e0-4bd5-800b-4c3332345286,أنظمة وأدوات المالية في القطاع العام,ar-LB
5aecc819-66c5-4e60-a01c-3da9b2c95478,استخدام تكنولوجيا الموارد البشرية في القطاع العام,ar-LB
a980c9aa-81f9-415b-a282-f29f5f607cd7,تطوير القيادة في القطاع العام,ar-LB
d533b40c-3c33-413f-9edb-1db37ae0dd00,تسويق الخدمات العامة والتواصل,ar-LB
be4ec9e4-eb7e-42a2-bab1-731f8fe527cb,تنسيق الأشغال العامة,ar-LB
4ffbf3ba-1782-4a81-978a-b9d37cb52d7f,PubMed,ar-LB
9f76b045-0e65-4df8-be9d-af8598dc12dc,بولوومي,ar-LB
ec1b90f5-1ade-4f01-bcea-eb7b5f40d03d,دمية,ar-LB
04c97b17-5ef6-46c2-bff8-6dbb5f68e0bd,إدارة المشتريات والطلبات,ar-LB
e4f3e507-540e-421f-804f-202ee6315222,PX4 طيار آلي,ar-LB
737df134-3362-4afe-957c-dfa5ca00a633,بايومو,ar-LB
8f70782d-c778-4e60-adab-1b7cd6528ab4,pytest,ar-LB
a998f437-3699-4ec3-b43e-9f93e57730d9,بايثون,ar-LB
99f7042a-94f0-4b58-8b73-4bd9d58099b0,برمجة بايثون,ar-LB
24b5bf98-c11d-4dac-92fe-ea72c19199bc,برمجة بايثون (DSAI),ar-LB
5ca03eb5-59f2-4317-9743-3c7bad41809c,برمجة بايثون لعلوم البيانات,ar-LB
fc918bc9-c019-41ae-a230-d8608cca9a0b,بايتورتش,ar-LB
0ec251e8-857b-41a9-8ab8-77ec133e921f,س#,ar-LB
b9cc6cef-ea61-42b7-bb64-e0f32ab158a7,QDA Miner,ar-LB
04ccdc61-06c7-4067-9e7a-db9800e22c6c,QGIS,ar-LB
a4e24725-184f-4386-b79c-46b501c7abc4,QGroundControl,ar-LB
5f86ad01-6b8d-475b-8fd8-6d08abba6d0c,QI Macros,ar-LB
57df4f0b-12f9-4d7a-957a-b697bc9158e6,Qiskit,ar-LB
dfcfeb97-fa77-46e6-94e4-f476c12cf3e9,كليك سينس,ar-LB
00cee705-0ca4-4c3f-8270-2d87851d58aa,Qt,ar-LB
f9e262d5-dffd-45e0-b2f6-be0c72089aea,إطار عمل Qt,ar-LB
66d25985-b1ca-42d4-92a2-5f0bbdd4f432,qTest,ar-LB
8c9090e0-6909-44e0-a9d9-bdc9359e54d4,التحليل النوعي والتفسير,ar-LB
246eaa10-c882-48b2-8396-6071095e3ba9,تحليل البيانات النوعية في التعليم,ar-LB
60ac0b55-49f7-46e8-98da-4dadecca8d1b,ضمان الجودة والامتثال,ar-LB
a1149c46-b18e-4d08-8907-bca9c2baa350,ضمان الجودة والامتثال في المشتريات,ar-LB
d191dd17-5943-44c0-9002-d6e90c8ad823,ضمان الجودة والتحسين المستمر للمناهج,ar-LB
4ea2e36f-7a54-45dc-b9dd-7a3633419950,ضمان الجودة والتحسين المستمر,ar-LB
3d08a2db-99d5-4eff-a88d-43b5f7543fd8,ضمان الجودة والتحسين المستمر,ar-LB
e3a5fd10-6e94-4071-a3f8-b5f7e903558e,ضمان الجودة والتحسين المستمر لإدارة المرافق,ar-LB
ee394711-db23-499f-a2f5-7fdf70bf25b0,ضمان الجودة والتحسين المستمر في التقييم,ar-LB
565276f3-3788-448c-a58e-16dcdf012eaf,ضمان الجودة وتحسين العمليات,ar-LB
d4dab1a4-050a-43b0-bf2e-7eb22cc82c18,ضمان الجودة ومراقبة الجودة,ar-LB
b482c1e8-c9c7-42e8-925c-49cf05c43893,ضمان الجودة ومراقبة الجودة في بيانات الاستكشاف,ar-LB
41f31d3a-a468-4b23-b44b-f7d76a90cbd9,ضمان الجودة وتحسين الخدمة,ar-LB
99166eff-464f-414a-af2e-ea4cfbfffe4e,ضمان الجودة والاختبار للتقنيات التعليمية,ar-LB
c332645b-f191-4245-a37f-454f7d8ccc5b,ضمان الجودة والاختبار للتقنيات الناشئة,ar-LB
4d728976-08a1-4a49-892f-39f0aed29998,ضمان الجودة والتحقق من الحلول الصحية الرقمية,ar-LB
7e8862fa-fdaf-4fc6-9a11-d6aa8704a32c,ضمان الجودة في الأنظمة الآلية,ar-LB
1ee783e2-67b2-454e-a379-4292a2ca006d,ضمان الجودة في إنتاج المحاصيل,ar-LB
f5de0e94-807f-409b-bb73-bd9efc54158d,ضمان الجودة في دعم العملاء,ar-LB
268377b7-210f-4528-84bc-f62e37116709,إدارة عملية ضمان الجودة,ar-LB
cd84c82e-ff1f-4f51-aa8c-3f1df0270ef4,مراقبة الجودة وضمان الجودة,ar-LB
010b30ef-99e1-41b4-b930-b57ca41f097d,مراقبة الجودة وضمانها للمواد,ar-LB
22591b1a-ff2e-42bc-b863-2fdb75b633d2,مراقبة الجودة وضمانها في الأبحاث ما قبل السريرية,ar-LB
93e37b17-225e-4da9-89ed-8d5c67a40372,مراقبة الجودة واختبار العمليات,ar-LB
1eb6660c-b24c-495a-9623-fdb511fa904d,مراقبة الجودة والتفتيش,ar-LB
1ef81130-d36b-4eaf-8af0-1fa02ce15a8d,مراقبة الجودة والاختبار,ar-LB
56ee2644-0e9d-498b-85d9-ad2acc6b367d,فحص الجودة واختبارها,ar-LB
ef1ccbdc-e197-4734-a7a4-1dbaa5b1479b,إدارة الجودة,ar-LB
17c9f750-5ed1-481c-8660-d7419fabd292,أنظمة إدارة الجودة,ar-LB
47b8be5f-5897-4af1-a3c1-73943348519f,أنظمة إدارة الجودة للامتثال,ar-LB
1198ddb7-8e51-4f9f-b5dc-e8699e174107,دمج أنظمة إدارة الجودة للشؤون التنظيمية,ar-LB
bc1aa8b4-20e0-4825-adab-ad8fb151b8c4,مقاييس الجودة والتقارير,ar-LB
da369852-a9ca-4627-99a7-689d2ed5e9cb,امتثال أنظمة الجودة والمعايير,ar-LB
f8be8a3c-9f0c-4f74-9c9f-44b437e4c6eb,كوالتركس,ar-LB
7debc742-c871-4224-b9a9-980fa0c6e5d4,Qualtrics CustomerXM,ar-LB
c237d81f-8ba0-48f4-9424-0a9ee6349430,تجربة الموظف في كوالتركس,ar-LB
0f2262c1-5774-46dc-815f-da27779e6387,تجربة المرضى من كوالتركس,ar-LB
7c0618a4-65e7-46f0-87fe-ebcd72b1a603,إدارة الثغرات في كواليس,ar-LB
76df3707-24f7-4b29-811f-29bca7385bb7,التحليل الكمي والأساليب الإحصائية,ar-LB
3f8ae29b-ac8f-451b-91ee-ab002c49ba02,مجموعة تطوير الكم (QDK),ar-LB
ccf0b632-d3ae-47f3-9703-cc118201a725,التشابك الكمي,ar-LB
b72440f8-72e1-4f72-b9a4-fe8ce403a62c,تصحيح الأخطاء الكوانتية,ar-LB
1895e92a-78d4-4f65-af76-4e3bb5d27ba8,كوانتوم إسبريسو,ar-LB
1aaf2fbe-270d-4a95-9892-bcdc0ae6d0f2,معالجة المعلومات الكمومية,ar-LB
0e4f2a3d-369d-4a03-a607-c1cc770c1fb7,نقل كمي كوانتي,ar-LB
c26ef529-9d8f-4837-87fb-5548753e6aeb,تقنيات الاستجواب والاستفسار,ar-LB
7a26bfe1-e2c1-47a7-be9c-507bc468378d,كويك بوكس,ar-LB
6dba5f40-0126-46a3-a220-09dab68dd77a,ر,ar-LB
