id,name,locale
8964c8c3-e8fd-4b58-8357-7acbaaf76f44,حوكمة البيانات وإدارة البيانات المفتوحة,ar-LB
2269e43b-3c5e-41a5-8195-0a445d6ac562,حوكمة البيانات وإدارة الجودة,ar-LB
1262814e-bf31-4d2e-8145-f1860ca22907,حوكمة البيانات وإدارة بيانات المخاطر,ar-LB
55bc48e9-268d-47fe-937d-c3bc5cb82176,دمج البيانات,ar-LB
50922a7a-de3a-4879-8fa0-6e5677d4b0d9,دمج البيانات وتفسير البيانات الجيولوجية,ar-LB
5e91ab2e-fb87-44d0-a473-bb876a7be59a,دمج البيانات والتشغيل البيني,ar-LB
3edf26fb-c2c6-45cc-bb64-dff215a49824,دمج البيانات وإدارتها للاستكشاف,ar-LB
c11404e7-f19a-4504-9b5b-f59b89aa62cd,سلامة البيانات والتوافق مع الأنظمة الإلكترونية,ar-LB
c81e8ad6-4be6-4bcb-87b4-e5b7dd12221c,سلامة البيانات وإدارة الأنظمة الإلكترونية,ar-LB
bbf53166-3aa6-4445-ba8b-8dc39da25ea0,تفسير البيانات وتوليد الرؤى,ar-LB
8fa16649-efed-4b78-aff7-635f161f29ab,إدارة البيانات,ar-LB
cd77a9ec-4920-4c48-b9c2-b62a8a5ea951,إدارة البيانات والأدوات التحليلية للسياسات,ar-LB
f4688216-64ae-49de-a66d-e2a1e1397538,إدارة البيانات وأنظمة قواعد البيانات,ar-LB
6ec109df-43b4-41d1-a1e2-b0437e09932a,إدارة البيانات والتوثيق في تطوير الأدوية,ar-LB
2127d803-849d-4d49-a151-388d56036b75,إدارة البيانات والتقارير للامتثال,ar-LB
f5bbf5c0-0bf4-4453-b0a7-bf2069a52400,إدارة البيانات والتقارير للبرامج التعليمية,ar-LB
8d48f9ac-a8c9-4f8f-8b6d-8b9505f48016,إدارة البيانات والتقارير للخدمات العامة Services ,ar-LB
47c7e253-e7f2-4e6d-b3af-3c7158ebc83f,إدارة البيانات، التقارير، وتحسين الجودة الإحصائية,ar-LB
44e56efd-ac23-4ae1-a020-d11c5f50170e,حوكمة خصوصية البيانات وأمن المعلومات,ar-LB
fe2e0716-1e0f-4a34-85fd-7d65df9a5d80,خصوصية البيانات وحمايتها,ar-LB
1e29dea4-a931-46b2-9337-58f630e2460f,خصوصية البيانات وحمايتها (NSC),ar-LB
41680495-2010-4e06-af45-75e085355009,امتثال خصوصية البيانات وحمايتها,ar-LB
60c16c7a-ec21-43ad-b93f-6eed501d8062,إدارة خصوصية البيانات وحمايتها,ar-LB
461b24f5-85dc-4cf8-9c05-2c2150458eb9,وعي الخصوصية وأمان البيانات في عمليات الدعم,ar-LB
10633881-f60b-4bb3-a7ed-bca9b2eae4f8,امتثال خصوصية البيانات والأمان,ar-LB
7de43acd-6205-41f2-9dd3-cef2ea625bc8,امتثال خصوصية البيانات والأمان,ar-LB
4ce389bc-e4f7-4a35-be3a-f3f4edec838b,خصوصية البيانات وأمانها في تكنولوجيا التعليم,ar-LB
a6ebcca8-7bdf-4c04-9e28-4b0e4d494953,خصوصية البيانات وأمانها في الرعاية الصحية,ar-LB
1e571482-3b89-4cc8-a263-6d8fce65bb0a,ضمان جودة البيانات,ar-LB
9da2a177-38e8-4068-8a6a-c00c5d96def3,ضمان جودة البيانات والتحقق منها,ar-LB
b0eeada6-75b0-4162-a98c-f1c4c2c0f960,هندسة موثوقية البيانات ومهارات العمل,ar-LB
dcb9890c-632f-4f5e-af49-cc47b7f831e1,تقرير البيانات والتواصل,ar-LB
575b5e7c-44c6-43af-bef1-2849cb17f562,منهجيات علم البيانات,ar-LB
30af9c1f-ebb6-430d-a8db-4c231f3fd002,أمان البيانات والامتثال للخصوصية,ar-LB
960b7b36-374a-4805-9ee3-f559a6ae32e9,هياكل البيانات,ar-LB
3f2e966b-c18c-4e65-ac61-2ceba3c0bfb2,تقييم البيانات وقياسها,ar-LB
5ed47727-ca67-4a2e-8682-a6a32bb91ad6,تصوير البيانات والتواصل,ar-LB
7e74883a-aa6a-4032-a6ea-2b7bbb28e43f,تصوير البيانات والتقارير,ar-LB
722a854d-2366-4495-b410-c22ebac39a83,تصوير البيانات لقياس الأداء,ar-LB
5be33cbd-2b18-428f-b6ef-28816563831f,تنظيف البيانات وتحضيرها,ar-LB
e1c0182d-2fc3-4a53-96a2-0ed4bde854e9,تحليل الأعمال المعتمد على البيانات,ar-LB
abca2556-2117-42b4-b99e-2efd2a74de2e,اتخاذ القرارات المعتمدة على البيانات,ar-LB
f7761443-6492-49db-a4ce-1ecd0e12d3fd,اتخاذ القرارات الاستراتيجية المعتمدة على البيانات,ar-LB
e7463e01-25d5-46d5-bada-a21ed04b7fc2,تصميم وتطوير قواعد البيانات,ar-LB
80f9934a-bc6c-4662-9e66-fde28cb47c68,ديفوبس قواعد البيانات وإدارة البيانات,ar-LB
3b527bbd-b8a4-4446-ab0a-2100a827a334,Databricks,ar-LB
4a4a97e1-4fb2-4d1e-a77d-e27dec5c2b06,داتادوغ,ar-LB
ada05377-66e8-4565-b346-7c7c4573a78e,DataStax Enterprise,ar-LB
ba6c63fd-35e9-44c7-92a3-01375969dfae,دافينشي ريزولف,ar-LB
c1a316a4-92f4-4aed-a780-bba8945bce81,تصحيح الأخطاء والأتمتة,ar-LB
e7f404d4-c84c-4718-ad60-2f781ad08956,تطوير التطبيقات اللامركزية (DApp),ar-LB
75d92fae-92e6-4aea-b89d-ecd6c850e21d,إدارة الهوية والوصول اللامركزية,ar-LB
61250c4c-1f6e-448d-9c23-e066159bba30,تحليل القرار,ar-LB
d5f880ec-dc3f-4692-97f0-ac5f0b2875cf,أنظمة دعم القرار وبرامج إدارة المزارع,ar-LB
6f5f3a31-eb4d-429e-8775-c676f0436bcb,اتخاذ القرار والحكم,ar-LB
00ebb162-4da1-4e09-81e9-1f967cbd5b4f,تحليل اتخاذ القرار والمفاضلات,ar-LB
610ab8ee-69c0-4b4a-b3eb-584dc205e9e8,اتخاذ القرار في ظل عدم اليقين,ar-LB
ce21d912-bd24-431e-8fd9-20b4b2ff4d62,مجموعة أدوات القرار,ar-LB
1df54fa0-f618-43f6-a022-b4261e52c8f8,ديدوس,ar-LB
892dcdf8-c7db-442b-9a4d-383c2d47e20a,التعلم العميق والشبكات العصبية,ar-LB
ff84c423-d572-4c3a-9b06-50af04aad2f7,ديب كيم,ar-LB
4b686f82-6986-4ae1-85cf-2256749e00aa,Deequ,ar-LB
855a5d52-8ccb-4d7c-ab88-f548ba08af8b,إدارة العيوب,ar-LB
b9039431-c786-47e8-a883-1f5d2b424406,إدارة العيوب وتحليل الأسباب الجذرية,ar-LB
6457ea47-668b-433d-9694-84efe1e1a788,تفويض وتمكين,ar-LB
6f4d7830-0ddd-419d-bd7a-30b4e839bf40,دل بومي,ar-LB
7d00829e-6dfd-4634-b79a-46116ecf87a5,دلفي,ar-LB
69f5d686-caa7-45c5-98a2-790b4366ea83,دلفكس,ar-LB
0dfe36fe-e4f5-4cc3-a026-fb6380a5fda7,دلتيك كوست بوينت,ar-LB
6ec82952-51b4-4e92-bde2-62d8c20d49d2,تعمق,ar-LB
0741662d-5599-43e2-a8e1-a83aa7d7ba9e,توقعات الطلب,ar-LB
528b1584-297c-409c-b779-daa314cd4427,توقعات الطلب والتخطيط,ar-LB
6100f5ff-0741-4a53-ac41-fa1e8d47b85c,تخطيط الطلب والتنبؤ,ar-LB
e3b69c43-d3a7-48a8-982a-2f67db788522,نظرية الديمقراطية والتحليل,ar-LB
3af17770-40a4-46ab-aeb5-f8163b8b9417,مجموعة ديكارت للأنظمة,ar-LB
