id,name,locale
30031be3-a045-4be5-a578-710556d316c0,@RISK,ar-LB
f375a5b9-be97-414c-ade2-c647901c56b1,نمذجة ثلاثية الأبعاد والمحاكاة,ar-LB
2a226f54-6345-4cfd-b4a5-bf75eb00bf04,معايير 3GPP,ar-LB
efe3fe0b-3955-4da3-8da9-95e5fb112a9c,تقنيات الشبكات 5G و 6G,ar-LB
4f3a3a3d-1ffc-4faf-acb3-e8bc09a031ba,5G NR (الراديو الجديد),ar-LB
b5f052d7-8ed9-4f82-ad8e-74caedec3c7a,طبقة بروتوكول 5G NR,ar-LB
cbcc528a-304e-495e-9c12-feecb24ca497,AAC (ترميز الصوت المتقدم),ar-LB
d40b957f-78f1-4782-a8bc-23627a9d45d7,أباپ,ar-LB
d8882e5b-6075-46de-be65-53175a6416bd,أباكوس,ar-LB
02ad0231-cf1b-4f70-8eba-f1e502c758e5,تقنيات الإرشاد الأكاديمي,ar-LB
437b4b9c-6de8-4be2-9443-5d985cc8508e,إدارة الوصول وإدارة الهوية,ar-LB
fba9ab9e-13ca-488f-86d8-03dd26dcad1e,الوصولية والتصميم الشامل,ar-LB
750e5462-5cad-4206-ac1d-f24337032746,الوصولية والتصميم الشامل للحكومة الرقمية,ar-LB
7ad67a1d-d973-4ce1-b0b5-bd2fa3059ae5,إدارة الحسابات,ar-LB
ada114ad-aaf8-4640-a5cd-a41661f1f883,إدارة الحسابات (BOS),ar-LB
91c4a2bb-e2b1-4068-9179-39e4f9f3b10b,المسؤولية وإدارة الأداء,ar-LB
14382b89-66db-4630-ab9a-1919c43c04d8,المحاسبة والمسك الدفاتري,ar-LB
42d56e01-8625-4e3d-9b88-3a05d4302900,إدارة تسوية الحسابات والإغلاق,ar-LB
73e78f00-9ea3-4ba1-966b-b1ec2ee3b3bf,إدارة الاعتماد والشهادات,ar-LB
e004a984-45d9-46d5-b6bf-608ef8cd0357,عمليات الاعتماد والمعايير,ar-LB
42ed424c-ecbf-48a0-a81b-5138aeaa2066,ACI Worldwide,ar-LB
b0c3570f-283d-4b57-9f1b-a471cc1a2cf3,حلول بطاقات الدفع من ACI Worldwide,ar-LB
3c32f16c-6f44-425b-939b-c71467d40b7f,تحليلات ACL,ar-LB
a283a7a0-5ef4-4d42-8964-77c5f75e0611,تحليلات ACL (غالڤانيز),ar-LB
966dd18d-e6ba-42d3-87d2-f719b175b3ae,الصوتيات,ar-LB
874994b2-2f46-4142-b987-371601a95d4e,أكتيفو,ar-LB
1a97cbbe-82aa-4a31-8d94-ede0fb297b61,أكتيميز,ar-LB
0265946f-ada0-45f9-ba0c-ba7272d50af3,إدارة الاحتيال من أكتيميز,ar-LB
248cb500-e4dd-4a0c-8f99-b7b7b25a4649,الاستماع النشط,ar-LB
ec590bcc-3328-4250-96f5-37c1717f216f,مدير المخاطر النشط (ARM),ar-LB
370a7265-fca7-4927-a598-793a1f6a6c16,ActiveCampaign,ar-LB
395264b8-883c-4f52-91c5-531c6444cbec,آدا,ar-LB
34dc3c97-64a0-4d45-8039-2ee39f3caaa1,تشكيل الشعاع التكيفي,ar-LB
f28f3bb0-c3bd-4369-bd09-ff27a5e88fe5,إطار تطوير التطبيقات (ADF),ar-LB
507ae085-0011-4f30-9998-9950b053a16d,الالتصاق والمواد اللاصقة,ar-LB
0a7a4b13-732c-4ae6-b60f-062c1199f3c4,أدوبي أكروبات,ar-LB
de73578f-01d5-4a0b-b7f3-5f8175c044d0,أدوبي أكروبات برو,ar-LB
fa2800e3-567a-4ae5-8c70-73b762c38195,Adobe Advertising Cloud,ar-LB
77fa8b4e-7a77-4996-8ddf-26b63d062c8a,أدوبي أفتر إفكتس,ar-LB
c1a007d8-5d91-4e2f-8403-f3edc1560543,Adobe Analytics,ar-LB
9e274e05-fb82-450f-a108-5c6ecd7a6138,أدوبي كابتيفيت,ar-LB
70ee8ee0-ea32-4f87-811d-6d86112c0de8,Adobe Creative Suite,ar-LB
1796c683-4c56-4fd7-8491-854dd6edf0e5,Adobe Experience Manager,ar-LB
bb7da1c9-cbc9-40b4-966b-3b0b47c1f35e,Adobe Experience Manager (AEM),ar-LB
325bc715-07dd-44d1-8111-2c9cd71dc494,منصة Adobe Experience,ar-LB
0f7ae281-0913-47a4-b2ab-ec25380bd052,أدوبي إليستريتور,ar-LB
d05e81d6-a909-4877-a15e-8dc5098d00cf,أدوبي إنديزاين,ar-LB
183d4c8e-8e78-4f37-b2ba-148fa55b3a8a,أدوبي لايت روم,ar-LB
9c57e5e2-6d1c-46ca-abf9-b2e663f9a4d7,أدوبي فوتوشوب,ar-LB
8c4da914-44bc-4596-b205-37146c2593d7,أدوبي بريمير برو,ar-LB
d01683b7-04a2-41b1-a719-771f72b2b14c,Adobe Sign,ar-LB
31697613-0224-4d67-b073-781f1f3d4e54,أدوبي XD,ar-LB
55714afa-7412-4a85-b7ad-c8f457608b5d,ADP GlobalView HCM,ar-LB
ff8cc43e-61ab-411e-ba88-14af27b3e9e1,ADP Workforce Now,ar-LB
c27640e3-edec-4ade-b117-f08dcc9f5478,تقنيات التحليل المتقدمة والأجهزة,ar-LB
f8d1fe7a-df5a-42f8-ace9-c5ae34425090,التحليلات المتقدمة والصيانة التنبؤية,ar-LB
ac2f8b7c-4320-4679-849a-48c2f227e7ff,تحليلات البيانات المتقدمة للبناء,ar-LB
