id,key,message
f891dfa4-76b8-4add-89e6-39b9d7ec2185,name,Charles River IMS
b92611b0-9e15-4dc9-a75e-cff3da488d72,name,Checkmarx
00d7e6c6-92e9-466f-82bd-0ac60e6c2777,name,Checkstyle
06bba650-589f-4b07-ae02-9d470334432f,name,Chef
9fd29e66-541f-418c-bf72-77c645493b33,name,Chef InSpec
e582c4ad-b304-4241-bd07-a7373a82b433,name,CHEMCAD
fa65f172-c43c-45ea-a70e-a0b380e76c37,name,ChemDraw
ab0f36e0-5c01-4573-a28f-387c68f56314,name,Chemical Analysis and Laboratory Techniques
bbfde9bc-4d8a-49c0-9230-15b6225d666e,name,ChemTracker
2a341e58-1fd1-457c-b9f0-cb1ae8ee99ff,name,Cherwell Change Management
9ecb4411-c1d1-4ee9-b4dc-80e94c71a87a,name,Cherwell Service Management
d7c983b8-52d4-47ca-a8f2-893a5d34c95a,name,Cherwell Service Management SLA Module
5c5e7768-43fe-4a80-9c7d-4ee0d251ff9e,name,Choreography and Movement Direction
e64eb3d2-aa40-4a3c-bbc0-1161d6bde318,name,Chromeleon
dab97f4a-a35a-4472-a04a-9d16c06d947e,name,Chronic Disease Management
85613363-f6d8-4304-b40f-79abf08a0223,name,ChurnZero
51551c1a-bcb6-40bc-972e-98c249117706,name,CircleCI
7c1c51fb-4e58-4ec6-8fbb-228b3abe106d,name,Cirq
0c9b529d-5100-439f-912a-d9c9c96c70f2,name,CIS Controls
b2e5d964-4a4d-4fdc-b772-160058ecd682,name,Cisco ACI
5b29b154-3c95-4f22-b94d-6072fb0d46dc,name,Cisco ASA
3f56ba6d-1189-494d-a0ac-b2f1abb61bcf,name,Cisco Cloud Services Router (CSR) 1000V
cb094f8d-3cf9-433f-b563-2b77a6d877b4,name,Cisco DNA Center
21d65626-98d6-4b40-8a11-41ff5c2d89e1,name,Cisco Firepower
c906421e-bab8-4434-9d68-a4e2bd1e3717,name,Cisco Identity Services Engine (ISE)
8b82b6aa-9f87-4be6-98ba-e3301b1738bb,name,Cisco IOS
a277ad61-a040-4624-8170-6fbc9b137286,name,Cisco IoT Threat Defense
93ba4520-2827-4073-b1bb-29e860b838ef,name,Cisco Jabber
971e6fe3-4e2a-4aad-8f23-3c4c532b8fc9,name,Cisco Network Services Orchestrator (NSO)
05a851d1-f9ac-43fb-b64a-5bb1a9f78efa,name,Cisco Packet Tracer
1b9c3c3c-b3e1-493a-ae82-9398ee6b2208,name,Cisco Prime Infrastructure
0c5f28a5-86f4-4513-96fb-42af6282593c,name,Cisco Tetration
2ffea723-4a87-4320-a2b2-9edc785af3c4,name,Cisco WebEx
52944d8a-240b-48a0-a6d2-fcd672a0152c,name,Cisco Webex
d6de47d5-e4b4-4520-a2d2-dd3e03502033,name,Cision
3b6fa996-f809-4a79-8da9-e89e5793928a,name,Citizen Engagement and Communication
82a437c4-9bb9-40e6-a1c0-a6a29404b8f3,name,Citizen Engagement and Communication Technologies
1bb35a0a-7daa-48ab-ba23-9403f55fbfb5,name,Citizenship and Civic Competencies
f831a79f-8cbe-4125-96d2-c1672e396527,name,Civil and Structural Engineering Design
526ce6e1-574e-48bb-bb45-ad9e79d0794e,name,Civil Engineering Design
652df8a4-fa61-4b00-bc20-3da842066dd0,name,Civil Service Systems Management
d5791ef7-cdae-4283-85a2-f2d3d090af44,name,Claims Adjudication and Management
4e6b215b-dfd5-4290-8505-2f8098e4f45d,name,Claims Investigation Techniques
92eb042b-d720-4ce4-b78f-c11e268f8ac3,name,Claims Litigation and Dispute Management
d5fc1fbf-9f43-4878-82c0-335989a46a7a,name,Clarabridge
e279e4c1-1669-4c0a-9e5c-8b72cf1f8f22,name,Clarity PPM (Broadcom)
64423287-c090-4354-a456-1f9e1c8568e0,name,Classroom Management and Learning Environment Facilitation
9793ee81-6785-4424-b952-f9bc96bcc03c,name,Client Needs Assessment and Profiling
5075a37a-6f5f-41a5-9241-46943a05173b,name,Client Relationship Management
57d9b81f-a847-48d7-8c53-79a13f29691d,name,Climate Change Adaptation and Mitigation in Forestry
c3cf6895-9442-472d-aec7-5843b6e9feca,name,Climate Change Adaptation and Resilience Planning
8e12362c-dc2b-48cc-b924-308da3824780,name,Climate Change Mitigation and Adaptation
0535fd3b-93c4-4539-bb11-12a90c1dfe28,name,Climate Impact Mitigation and Adaptation
00da3900-92e1-4f29-9458-613c7419be99,name,Clinical and Operational Health Data Analytics
6126dcd2-fa66-4dee-9832-ff70d0c60a64,name,Clinical Audit and Compliance
a67634cb-73a5-4125-b09f-b87f4283fdf6,name,Clinical Data Dissemination and Interpretation
7e41dd3d-bfa2-4e4e-9ec4-b6052daf0c2d,name,Clinical Data Management
8bbfee4c-c1e1-43d1-af8b-af60c01972b0,name,Clinical Decision Making and Critical Thinking
33b3e70e-99c1-45fa-bc9c-55d8d6214a5b,name,Clinical Decision Support Systems
228a1e45-e30a-470a-ac59-1cfabc1bc155,name,Clinical Decision Support Systems Development
d37d625c-5935-4aaf-9a5c-b770e4e0cd73,name,Clinical Documentation and Electronic Health Records Management
e9efb90f-ad2c-46f5-98ad-68198c8c9a4c,name,Clinical Equipment Operation and Maintenance
eeb56459-dc63-435b-a517-4c63a12c7464,name,Clinical Ethics and Patient Rights
74072582-d16e-4ef4-9569-ed55efd9dafa,name,Clinical Evaluation and Usability Engineering
8f87ea39-32ec-4026-b3e6-881fcc2a451d,name,Clinical Examination and Diagnostic Skills
9ec65199-2ba5-4651-b606-2a6c702e9b68,name,Clinical Monitoring and Site Management
b0d6369d-091b-4425-869a-9b359ad83567,name,Clinical Quality Improvement
4a3b4a99-4bf5-4c34-9b86-60a2b5270ce4,name,Clinical Research and Evidence-Based Practice
0920394c-2d7b-4a77-8f46-3c548090326a,name,Clinical Risk Assessment and Management
f058cc84-e98e-4c02-9c8d-fa833b422243,name,Clinical Training and Education
4265a202-399c-4c83-ac7e-98c8e07af84e,name,Clinical Trial Budgeting and Financial Management
bf3e77da-ddcc-4ae7-a861-8bd069adc56f,name,Clinical Trial Communication and Stakeholder Management
232b611c-5266-4e20-b702-eeda053817ad,name,Clinical Trial Data Privacy and Security
e103b385-3bed-4e0c-a681-a820575a5df6,name,Clinical Trial Design and Management
5ec5db2f-986f-4903-8e44-d09f604db81d,name,Clinical Trial Design and Protocol Development
645db05d-4899-4abf-a17a-e9f45bcd9408,name,Clinical Trial Documentation and Reporting
a30a6ffe-8b80-491f-ae0a-dc589d1c53de,name,Clinical Trial Informatics and Technology Utilization
626a825a-032b-48cc-ab5e-b292e742f562,name,Clinical Trial Management and Oversight
90fa6a8f-9f47-41a9-abd7-5c43419ec748,name,Clinical Trial Project Management
2ec87d43-e66d-4426-9775-d3355a15603a,name,Clinical Trial Quality Assurance and Auditing
d1958a52-5ba2-4e1a-b83f-94de4ce27c04,name,Clinical Trial Regulatory Management
3a8e7269-938d-42b4-bc6a-4c21ae693d82,name,Clinical Trial Regulatory Management
a82b9b12-5241-42e9-a7ce-b40018ea5cf4,name,Clinical Trial Safety Management
384c6d2c-eadb-4e25-8534-f7d617edb1ee,name,Clinical Trial Statistical Programming
d3cf6568-7b39-435a-bb86-a8a5842174f3,name,Clinical Trial Supply and Logistics Management
b4274fc3-00c4-4f01-b109-4bd9cfcd590c,name,Clinical Trial Vendor and Outsourcing Management
aff69914-0e7c-42fe-9101-004293e56240,name,Clinical Workflow Analysis and Optimization
efb3a206-9480-4810-8cff-6d8d85efc76f,name,Clintrak
0fa06d2d-3eff-4092-9f50-b082d3abc142,name,CLM (Contract Lifecycle Management) by Icertis
93f33de8-1a66-4310-b166-345892b82e47,name,Cloud and Edge Computing for Extraction Operations
7be92f3e-f85f-4f07-bb25-26ca437d11c7,name,Cloud and Virtual Network Security
96a5918e-c9ae-40c8-b2f9-dbf5f851f0ba,name,Cloud Architecture and Integration
b655f0f1-c2f5-4bb2-9ab1-aa494305f891,name,Cloud Architecture Design
27b4509b-6a25-47a8-a06a-85b2ae7b3bf5,name,Cloud Computing and Edge Technologies
e9639494-0186-41b7-8a71-0c9d4d00f96a,name,Cloud Computing and Infrastructure for Digital Health
fa741438-fd97-4a58-80ee-2d5004e4311a,name,Cloud Computing and Infrastructure for Fintech
1d83bf54-4bae-4e0f-83a5-8b9b5e3a198d,name,Cloud Computing and Platform Services
b06d085f-c110-4579-b162-c17e7c9fc7e3,name,Cloud Computing and Platform Services for Transportation
3ac5d802-92a2-4cbe-b0d7-a26d71292242,name,Cloud Computing and Virtualization
8d7505df-afeb-46ab-be3e-3384a3acc95a,name,Cloud Computing for Public Sector
252e367e-bb00-41d6-ac53-298649304c85,name,Cloud Cost Management and Optimization
3e49c0d0-b290-46b6-ae43-94d69faf3e0b,name,Cloud Governance and Policy Management
7f326ee6-c3a4-4522-a2b1-010c220b9f70,name,Cloud Infrastructure Capacity Planning and Scalability
47671b2c-a776-4c40-9347-8a8534ed36b6,name,Cloud Infrastructure Compliance Auditing
9f74d5da-18ca-46c7-9706-76290feac452,name,Cloud Infrastructure Documentation and Knowledge Management
7c95030e-dd6a-4420-a095-4636ab0ed113,name,Cloud Infrastructure Provisioning and Automation
3de94190-9540-405a-a859-1cc944704cbf,name,Cloud Infrastructure Security Operations
8970cade-9de4-4032-9f12-36ed1630fe09,name,Cloud Infrastructure Troubleshooting and Support
3a9f2f40-e723-40ba-8522-8083d30ef70f,name,Cloud Infrastructure Vendor and Platform Expertise
1308a077-e489-475e-8743-251a241d1ae5,name,Cloud Migration Strategies and Execution
626e98a3-2665-4a14-ab3b-686f2c25b3bb,name,Cloud Monitoring and Performance Management
c58d22b4-74cc-461d-abaa-3a9056473148,name,Cloud Networking and Connectivity
b15bf175-c8ef-4ca4-bf69-fe094f2ff740,name,Cloud Operational Efficiency
04b6d090-4830-4027-a056-e139e5d28c37,name,Cloud Security
ba7cdae5-9de0-460a-8404-24b2b78af4a7,name,Cloud Security and Compliance
b89258e9-a2a4-4740-b065-58245df18e41,name,Cloud Service Integration and API Management
afacc333-f00c-42d0-9b2b-a28a6cade703,name,Cloud Storage and Data Management
1311525c-8f48-4367-9213-667848249861,name,Cloud-Native Application Development for Finance
6bdfac65-8fbf-48d2-b8d8-4aa0d4900342,name,Cloud-Native DevOps Practices
7d97a667-a75f-429f-a247-d184ed00b3e9,name,CloudEndure Migration
183c376a-c7e8-426c-9ccd-663a54a0032b,name,Cloudera Data Platform
eca4e394-7a7f-46b1-9153-ee1d043cdcfb,name,CloudHealth by VMware
3cac831a-86a2-4291-941b-e306522fe01b,name,Clustering
9fa1c353-7cb8-4b14-a336-b5b33c28ffa0,name,CMake
ce6360c1-a02d-4ab0-bb0f-481e1c543154,name,CoAP
3a8765f0-f59b-4d06-9ee3-b6a7273c55f5,name,COBIT
4a0fd989-c73c-4415-a4ea-e38542235d86,name,Code Compliance Verification
31ff4435-7a42-4a9f-99b6-e4e7efbd43b7,name,Code of Conduct Enforcement
eb3cd9c3-8e2b-4951-8f6c-97933c07daaa,name,Code Quality and Static Analysis
af62aff9-0217-45a1-bca2-b191f6726dde,name,Cofense PhishMe
cffa37fc-c728-489f-885e-8186ae7e2bf0,name,Cognitive and Psychological Techniques
f788435d-0fdd-41b9-99e6-da94b6f754c2,name,Cognitive Psychology
b7566c03-a5b0-45d3-a51a-f5c0a9d91bd3,name,Cognitive Science
446f0f84-b1e1-4fac-86a4-88644fb9638a,name,Cognizant TriZetto ClaimsSphere
26cffdd2-3b0e-4977-92f2-e85caf7915ee,name,Cohere API
5192431a-469c-49b9-8b70-2c1ae366c0ff,name,Cold Chain and Temperature-Controlled Logistics
0465c5bd-9c2b-4ae8-ba59-6f18e6833dd5,name,Cold Chain Logistics Management
85678cb9-9000-49bb-a5f2-178caf020b8c,name,"Cold Chain Management Software (e.g., Sensitech)"
b6d2d520-d79d-4490-8f40-9c2ad72e443a,name,Cold Chain Training and Compliance Management
a45675b3-9e0a-4654-8cd8-f838f1239313,name,Cold Storage and Specialized Warehousing Management
d15d1391-6d22-4af8-a1d2-a9bb322eef23,name,Collaboration and Communication in DevOps
2846d265-3d8e-4e54-954b-ea75219ef5a3,name,Collaboration and Communication in Digital Teams
d75dc88f-260a-4956-90d0-b91aff515107,name,Collaboration and Communication in Procurement
4c667a61-7165-415f-b7ae-5cac748e2c13,name,Collaboration and Multidisciplinary Teamwork
3ea92a8e-cd9e-486b-9733-8be956eb1ac4,name,Collaboration and Stakeholder Engagement in Education Research
08f65561-3e74-4c0d-9083-7cd258195bc7,name,Collaboration and Team Coordination
99fcf07c-0a37-490d-8fc0-cb6fd0058aa9,name,Collaboration and Teamwork
5481dbc4-477d-4ac5-a968-bfe1398a139c,name,Collection Management
f9c17828-b58b-4438-b715-09e2555a9879,name,Collibra
0dc2aaa5-5b61-4a02-bc27-b4107cfb6ad5,name,Collibra Data Privacy
1db73a41-8563-46cf-b924-87705b10c991,name,Collibra Privacy
0a2701b3-12d1-4412-87dc-44a0cfa13e80,name,Colony
b90e94b2-5888-4c6c-8621-fcc750d6ee69,name,Color Imaging
528632b8-7d7e-4ba8-9a49-95f4e09d4f4c,name,Color Measurement and Instrumentation
3399f7c7-476f-4516-9cbc-80d5f4f1a090,name,Color Science
b2df8f13-50bc-4a2d-a009-7bec2bb6340a,name,Command Line Automation
9c0a4943-3e89-4b94-9dd6-5bc14bc96a8f,name,Commanding and Event Handling
86757ae4-2369-4e71-8b88-06b201479cf8,name,Communication Adaptability and Flexibility
da385082-64bf-4a4e-9508-1d4e94bb066c,name,Communication and Collaboration in Quality Assurance
ae2534e0-f29f-494d-a81e-e1e05ffc2e25,name,Communication and Coordination in Operations
d1b0fc62-6de5-4ac0-a6c0-3ac19be31cdf,name,Communication and Documentation Standards
b85922c1-e61e-41f2-bd2f-1dead2a11fe9,name,Communication and Interpersonal Skills for Counseling
4e89a5ab-21d4-4f60-aa08-a3bba1be4f99,name,Communication and Interpersonal Skills for Educator Development
4ce80d4e-21bb-4c2e-91ca-ec362c01ee72,name,Communication and Interpersonal Skills for Support
5cb39e70-29a1-48d6-a829-730094fe0a50,name,Communication and Presentation for Leaders
df2b1832-ea00-4989-8c36-c4ee0f93b7f5,name,Communication and Presentation Skills
f6bcffdf-ddf0-4cbc-8ea8-98de89dfde9e,name,Communication and Presentation Skills for Medical Affairs
42812604-b752-459c-ab6d-3bd09afd0663,name,Communication and Stakeholder Collaboration
3adc2400-c853-4540-a074-abad3b880cc7,name,Communication and Stakeholder Engagement
0f5d1089-683f-458b-b218-5383171cb78e,name,Communication and Stakeholder Engagement for Crop Production
d4b4be18-a7eb-4566-96e1-a2b652d8b3a6,name,Communication and Stakeholder Engagement for Facilities Management
df2a313f-bcb0-4edf-a2c3-f6617bdf29f7,name,Communication and Stakeholder Engagement for Workforce Services
6c34ed38-17bd-459a-8826-34c74499e333,name,Communication and Stakeholder Engagement in Exploration
45948b7a-f319-42d8-bd03-f24edc1c708f,name,Communication Ethics and Confidentiality
be5092fe-9b2d-4f32-a204-c67b510da626,name,Communication Management
124c2c1e-12bc-4dc1-9d1c-c433e9cf9242,name,Communication Planning and Strategy
ebc81ef7-fb6d-47b8-8f3f-be21b6d88175,name,Community and Stakeholder Engagement
cbfcdb16-3a11-46a9-a5e1-82c5863a0d52,name,Community Engagement and Consultation
7df2323c-fb97-42a8-be8b-3e80f7e78c59,name,Community Engagement and Environmental Education
b6738a5e-6513-4ae5-8f57-86effd7ec6d9,name,Community Engagement and Environmental Education for Environmental Sustainability
118c4185-99cf-4931-9137-6991b4e52cd6,name,Community Engagement and Social Responsibility
0ff92bbb-1d29-417c-9d59-0b3be3f6f0e6,name,Community Engagement and Stakeholder Communication
b8badbba-74e4-4671-a146-ce341a27559a,name,Community Engagement and Stakeholder Communication
e4c9af90-3e16-4786-b333-21d05db97b6c,name,Community Needs Assessment
aaa56a17-4130-45a5-a295-97b521ef8967,name,Community Resilience and Vulnerable Populations Support
b3d042ab-3ffb-4431-a8ed-c86fa5a62625,name,Commvault
cf1311db-5b36-47b5-bc3c-af227ea7c050,name,Commvault Complete Backup & Recovery
97c19132-278f-4897-9b67-604b6be65b75,name,Compact Model Parameter Extraction
723804d3-6180-4193-98b2-a3c1a812413b,name,Comparative Political Economy
2f92723b-4768-4cb8-ba6d-54782d247b4d,name,Compensation and Benefits Administration
6f904fbf-9ed0-43ec-8e5a-2b2d9264c286,name,Compensation and Benefits Management
5be0efc3-b11f-4cce-9315-edb5663f3301,name,Compensation and Benefits Management (WDHC)
4853a8e9-39eb-41f6-ad9b-8391d0a8fa00,name,Competency Framework Development
446b889f-620b-4dd1-a972-bf8b9b4c243d,name,Competitive and Market Analysis
96c300e1-6d19-4852-9c0f-c115084de56f,name,Competitive Intelligence and Scenario Planning
25d95743-dffd-4ddb-9142-77d3f058ee0a,name,Complaint and Escalation Management
548828f6-a8e3-4002-be38-69c64dc0d8d9,name,Complex Analysis
20548f85-3861-4a99-ad8e-deac09d8f2be,name,Compliance and Governance in DevOps
07c6716a-e4fa-49cd-964a-d33156a2424a,name,Compliance and Regulatory Adherence in Banking Operations
