id,key,message
c43f5d1f-f37d-40d8-9cdd-be9a7f4952d4,name,Natural Language Processing for Government Data
098996f4-8da8-4c78-8b04-595475b0d470,name,Natural Language Processing for Healthcare
3dcb50e6-5239-4346-af38-a523838e5e0f,name,Natural Language Processing for Healthcare
6b298e20-45c8-43d6-bbec-ad9590255d07,name,Natural Product Biotechnology
dfa34b48-72d7-4626-91ad-7be4578cb5c3,name,Natural Resource Conservation and Management
5e03e074-ca49-4205-a6d9-48090e2a54e4,name,Natural Resource Management
910d5f33-826a-4ccf-9729-50b512d98b71,name,Natural Resource Management for Environmental Sustainability
eb358df5-f50a-41a4-b220-788dadf78c76,name,NAVEX Global Ethics and Compliance Software
e699148a-a441-457d-9c63-d4c0ac646007,name,NAVEX Global EthicsPoint
8efafbbb-241d-435b-8d28-8335d776b4b7,name,Naviplan
5445bbe5-9bfd-4d89-8ead-cbb7924a0e30,name,NB-IoT Protocol Suite
284321a2-ca69-4f45-818c-96481e931371,name,nCino Bank Operating System
682e8a37-8c3f-4de0-8517-e956a0fc31fb,name,NCR Silver
c193cd28-2a99-4048-82f8-d9abd6354758,name,Nearest Neighbor Search and Similarity Search
8a60397f-039d-4718-a6ba-7aa36021ddf1,name,Needs Analysis and Learner Assessment
026dff72-2e07-45a6-9fc4-882aba74ef26,name,Negotiation and Settlement Skills
6e3064c3-cc80-4ba3-be39-f283cf082586,name,Neo4j
c97a4fed-7b0e-4037-9ee8-12fb6f7ec08c,name,Nessus
f529b9fa-2c52-42cb-a669-2ca606648a75,name,NEST Simulator
61cdc1a2-f292-4a69-b0c1-3380a3074eca,name,NetApp Cloud Volumes
02df32b8-31b0-41fc-ad48-f63749eb80c6,name,Netcool/OMNIbus
33fe218d-ad42-410a-832d-04fbf6c106dd,name,NetDocuments
81a6d3d4-8eef-4d96-a590-efc69d5fa0f5,name,NetFlow Analyzer
b137c511-a90f-40d3-a492-25ad01322897,name,NetSuite ERP
6f63015c-6000-485f-b994-0e560e0b4d45,name,Network Architecture Design
97e8b049-3c73-48cb-ada6-cf6108520da7,name,Network Automation and Orchestration Design
dabbfb2f-c303-44e6-bebc-dee5cc327683,name,Network Capacity Planning and Optimization
1fd78da6-ae0d-4416-8fc9-ebd0c624595f,name,Network Configuration and Change Management
0023d7a4-9e6b-4939-8abc-960aac24ffbc,name,Network Documentation and Reporting
c8e12f27-6213-460f-965c-667e9238b686,name,Network Documentation and Technical Writing
1ef8c1af-1808-4cbe-817a-1b4f983d879e,name,Network Equipment and Infrastructure Management
38ca36fb-6bab-469d-8956-888e747bd30b,name,Network Integration and Interoperability
ebba272d-7f29-4f53-81b0-4ea2dbf7f511,name,Network Management and Monitoring Systems Design
cc35efa2-7305-4693-9f4b-c9152560ce1f,name,Network Operations and Monitoring
06ff1811-4ac1-4621-9eaa-e126da49e389,name,Network Performance Monitoring
480b1c30-2612-4c7a-af0f-2306b1a8be5b,name,Network Programming
704bc964-2ae7-4a9d-9208-316ce7e25077,name,Network Reliability and Resilience Engineering
b7e0b3d7-8b1e-4e88-8e55-c14afbea5814,name,Network Security
d3678db8-e754-48f6-a874-6f6ba6f2d2ca,name,Network Security Architecture
7dd52e3d-6e69-4c2e-9dba-cf5b8a39f513,name,Network Security Architecture Design
4dbd25e9-8a6b-4853-bc9d-6dd947305905,name,Network Security Operations
53159b07-dbf3-404e-80f9-a2afa4ea486c,name,Network Security Testing and Validation
4ecb6c8d-e18f-42e1-84b1-170801538778,name,Network Simulation and Modeling
7e4ba837-7e09-4b22-8fc1-1e0801a8222e,name,Network Systems Installation and Commissioning
94b45655-60d9-448b-b1b9-69231f3a227f,name,Network Testing and Validation
8c4f80d1-e872-44fe-98e9-38b974e1c853,name,NetworkX
6ffa3fe4-2a0d-4a94-b0ff-c0e5e9d912bd,name,NEURON
5038044e-33bc-46d4-b607-90d6f4ef2aea,name,Neuroscience
d372c5bf-31e1-4487-857f-d893507e066e,name,New Relic
9c6f7598-9635-4cf0-9e88-11e8b8226d8c,name,Nexus Repository Manager
74b233fb-1752-4073-90b3-35a6a6ce55c9,name,Nginx
252eb6d4-afdb-4dc8-b571-5bdd17c0cf2f,name,NI AWR Design Environment
cefa3428-86b7-49bf-8a80-2a6903da0f9f,name,NI DAQmx
e8adb7de-ac5f-4345-b371-5844342ba4ff,name,NI LabVIEW
b447b509-81fd-4368-8317-36cf6feaa35e,name,NICE CXone Quality Management
22ba3c25-2c2d-4c4f-a714-e97375552055,name,NICE Enlighten
3301d99c-81be-4b61-a12c-928fbec56613,name,NICE Satmetrix
71e8fbf8-4719-4fa2-81af-aa97300879fe,name,Nielsen
8a1fabb2-ed9e-47b1-922a-22fdaf0eeb18,name,NIST Cybersecurity Framework
a47a52cc-f671-4f3e-958c-b30c52d08d06,name,Nmap
e427563b-5c85-4ad3-84a5-789464ee349a,name,Node-RED
3f2e7e2d-d25a-436c-a54d-fbc108a88c7c,name,Node.js
58c4ab9c-503e-4456-8188-7167583a42b3,name,Noise and Nonlinear Distortion Analysis
19e4a236-20b3-45fd-9096-83e322ce8c77,name,Noldus FaceReader
73575b29-d3b8-458b-a553-e23313a36314,name,Nonlinear Analysis
6747e45b-8d9f-4d4f-8b8c-b6ecf142219e,name,Nonlinear Control Systems
329a227f-fadf-4bba-ba8a-5fcd5b2d8069,name,NONMEM
e0753c55-9b91-477b-8d6c-29c6b80def94,name,Nonverbal Communication
0e417e87-4446-4be8-be3d-35328f51165a,name,Notion
66e40f19-2258-4c19-a09a-1868ca967722,name,ns-3
2b2bdb62-e38b-4147-8d93-f90dc7471faa,name,NS-3
b14aef3f-a356-4995-ba98-908faad4f852,name,NS3
137b1ce9-9d45-4361-a663-23e2b8fce504,name,Nuke
177d607c-8d90-43bd-99e2-932078f1a605,name,Numerical Electromagnetic Modeling
3c65cf85-db7a-46ba-b504-abcd7b907d80,name,NumPy
dfc8abc4-eb95-4937-9c02-02fc8564552c,name,NVDA (NonVisual Desktop Access)
fd74df9e-bf34-4684-b9f5-47a1bdfbb685,name,NVivo
42b497ad-4b89-4cb8-919e-67be7ed6289d,name,OAuth 2.0
2ca120b3-60ad-4b72-afe3-555de2ad5dcc,name,Observer
298a3db8-80a5-40c1-8111-161ac807b6c0,name,OCaml
f8f5bbe0-918b-4438-9419-3437aee7a609,name,Occupational Health and Hygiene
4da472fc-3c61-42cb-a814-515f5efa93a0,name,Occupational Health and Safety in Forestry
e19a5630-4dfb-4bfc-9a42-7efe92734648,name,Occupational Health and Safety Management
0e03fe84-34d9-4106-95ef-7c45c4d84600,name,Occupational Safety and Health Standards Knowledge
239bb18c-a462-41e6-9c66-0f675cfa54a6,name,Octave
cf9a2d08-563a-4785-9354-d1293a88a28b,name,Octopus Deploy
a3cdb57d-7b62-4721-b8f3-662018b8f8be,name,Office Administration
7d735333-68b7-437b-a752-a3d5faad9486,name,Office Administration and Logistics
25d29c5f-33bb-44e3-9cc3-493b60131411,name,Office Technology and Software Proficiency
a2984962-de46-464a-b0a8-36e06d22f60f,name,Officevibe
c6270241-e4b9-4ba3-900e-db838578b9b8,name,Offshore Mooring Hardware Engineering
f970f0fe-bb9f-4e07-b74f-48a36e0352bb,name,Oil Refining Processes
e3bf19bb-fa05-437d-9b10-11e228078499,name,Okta
6ef6dcaf-daa3-45bc-b467-686e528aff49,name,OllyDbg
4267cbd9-d22c-4c60-8502-ed4f1a343680,name,ONAP
06f96d91-5bab-49e4-802d-487ddefd0da0,name,Onboarding and Employee Integration
c193f195-1e81-4870-93c7-ede70da19e28,name,Onboarding and Employee Integration
e81cfde3-d53d-4307-81f8-33b3c8238da7,name,oneM2M
b636e871-2731-42f6-a817-f460b3e0877c,name,OneTrust
5e7fd8e5-0d6c-46b2-95ae-51f1712eced5,name,ONNX
85d39b34-d1fa-4071-ac75-bfd7d770bbb7,name,ONOS
1e3f9ba9-9663-46e1-aa9e-5839fa2aed56,name,Ontology Engineering
ce0d4d4c-6072-4976-953a-b9beafa3e94a,name,OPC UA (Unified Architecture)
1334f0ca-ff8f-4c81-bb0c-6574bebf423d,name,Open Connectivity Foundation (OCF)
14bc7972-2282-4e52-8cd3-fd053d17f090,name,Open Policy Agent (OPA)
899256d0-ed79-4392-9077-bb4800c2d5c4,name,Open Source and Government Technology Ecosystems
