id,key,message
b3ecff63-f621-4d15-b2e0-c93f9e66828a,name,Psychological First Aid and Crisis Intervention
e496ec97-49a5-47a0-bb22-60420648b26d,name,Psychology
0e696888-3bda-4073-8e68-0248a496e19e,name,Psychometrics and Measurement Theory
42157b10-74bd-4319-9e43-4247c83d8abe,name,PsychoPy
28a63376-99e3-45c1-b5ce-e15f62a7e97f,name,Public Ethics and Integrity Training
35dbbed9-a920-417a-98d7-6552aedc693c,name,Public Financial Regulations and Governance
d93f7efc-d426-4523-99f4-bc1d2392df93,name,Public Financial Reporting and Transparency
c6d61e81-e7f6-4283-81d0-1215b80dac6b,name,Public Policy Advocacy and Representation
85cc3057-bb03-45d8-88c0-aa4ae6c42cc4,name,Public Policy Communication and Advocacy
74750eab-141e-4fbe-8377-3764f11c6d0d,name,Public Policy Implementation Support
0281538e-26ad-4904-b851-4ec77b4d2ee8,name,Public Relations and Media Relations
d4eb8eee-f3a7-4147-a2a3-dd60d0601d11,name,Public Safety Education and Training
7e533ccc-11e0-4bd5-800b-4c3332345286,name,Public Sector Financial Systems and Tools
5aecc819-66c5-4e60-a01c-3da9b2c95478,name,Public Sector HR Technology Utilization
a980c9aa-81f9-415b-a282-f29f5f607cd7,name,Public Sector Leadership Development
d533b40c-3c33-413f-9edb-1db37ae0dd00,name,Public Service Marketing and Outreach
be4ec9e4-eb7e-42a2-bab1-731f8fe527cb,name,Public Works Coordination
4ffbf3ba-1782-4a81-978a-b9d37cb52d7f,name,PubMed
9f76b045-0e65-4df8-be9d-af8598dc12dc,name,Pulumi
ec1b90f5-1ade-4f01-bcea-eb7b5f40d03d,name,Puppet
04c97b17-5ef6-46c2-bff8-6dbb5f68e0bd,name,Purchasing and Order Management
e4f3e507-540e-421f-804f-202ee6315222,name,PX4 Autopilot
737df134-3362-4afe-957c-dfa5ca00a633,name,Pyomo
8f70782d-c778-4e60-adab-1b7cd6528ab4,name,pytest
a998f437-3699-4ec3-b43e-9f93e57730d9,name,Python
99f7042a-94f0-4b58-8b73-4bd9d58099b0,name,Python Programming
24b5bf98-c11d-4dac-92fe-ea72c19199bc,name,Python Programming (DSAI)
5ca03eb5-59f2-4317-9743-3c7bad41809c,name,Python Programming for Data Science
fc918bc9-c019-41ae-a230-d8608cca9a0b,name,PyTorch
0ec251e8-857b-41a9-8ab8-77ec133e921f,name,Q#
b9cc6cef-ea61-42b7-bb64-e0f32ab158a7,name,QDA Miner
04ccdc61-06c7-4067-9e7a-db9800e22c6c,name,QGIS
a4e24725-184f-4386-b79c-46b501c7abc4,name,QGroundControl
5f86ad01-6b8d-475b-8fd8-6d08abba6d0c,name,QI Macros
57df4f0b-12f9-4d7a-957a-b697bc9158e6,name,Qiskit
dfcfeb97-fa77-46e6-94e4-f476c12cf3e9,name,Qlik Sense
00cee705-0ca4-4c3f-8270-2d87851d58aa,name,Qt
f9e262d5-dffd-45e0-b2f6-be0c72089aea,name,Qt Framework
66d25985-b1ca-42d4-92a2-5f0bbdd4f432,name,qTest
8c9090e0-6909-44e0-a9d9-bdc9359e54d4,name,Qualitative Analysis and Interpretation
246eaa10-c882-48b2-8396-6071095e3ba9,name,Qualitative Data Analysis in Education
60ac0b55-49f7-46e8-98da-4dadecca8d1b,name,Quality Assurance and Compliance
a1149c46-b18e-4d08-8907-bca9c2baa350,name,Quality Assurance and Compliance in Procurement
d191dd17-5943-44c0-9002-d6e90c8ad823,name,Quality Assurance and Continuous Curriculum Improvement
4ea2e36f-7a54-45dc-b9dd-7a3633419950,name,Quality Assurance and Continuous Improvement
3d08a2db-99d5-4eff-a88d-43b5f7543fd8,name,Quality Assurance and Continuous Improvement
