id,key,message
30031be3-a045-4be5-a578-710556d316c0,name,@RISK
f375a5b9-be97-414c-ade2-c647901c56b1,name,3D Modeling and Simulation
2a226f54-6345-4cfd-b4a5-bf75eb00bf04,name,3GPP Standards
efe3fe0b-3955-4da3-8da9-95e5fb112a9c,name,5G and 6G Network Technologies
4f3a3a3d-1ffc-4faf-acb3-e8bc09a031ba,name,5G NR (New Radio)
b5f052d7-8ed9-4f82-ad8e-74caedec3c7a,name,5G NR Protocol Stack
cbcc528a-304e-495e-9c12-feecb24ca497,name,AAC (Advanced Audio Coding)
d40b957f-78f1-4782-a8bc-23627a9d45d7,name,ABAP
d8882e5b-6075-46de-be65-53175a6416bd,name,ABAQUS
02ad0231-cf1b-4f70-8eba-f1e502c758e5,name,Academic Counseling Techniques
437b4b9c-6de8-4be2-9443-5d985cc8508e,name,Access Control and Identity Management
fba9ab9e-13ca-488f-86d8-03dd26dcad1e,name,Accessibility and Inclusive Design
750e5462-5cad-4206-ac1d-f24337032746,name,Accessibility and Inclusive Design for Digital Government
7ad67a1d-d973-4ce1-b0b5-bd2fa3059ae5,name,Account Management
ada114ad-aaf8-4640-a5cd-a41661f1f883,name,Account Management (BOS)
91c4a2bb-e2b1-4068-9179-39e4f9f3b10b,name,Accountability and Performance Management
14382b89-66db-4630-ab9a-1919c43c04d8,name,Accounting and Bookkeeping
42d56e01-8625-4e3d-9b88-3a05d4302900,name,Accounts Reconciliation and Close Management
73e78f00-9ea3-4ba1-966b-b1ec2ee3b3bf,name,Accreditation and Certification Management
e004a984-45d9-46d5-b6bf-608ef8cd0357,name,Accreditation Processes and Standards
42ed424c-ecbf-48a0-a81b-5138aeaa2066,name,ACI Worldwide
b0c3570f-283d-4b57-9f1b-a471cc1a2cf3,name,ACI Worldwide Payment Card Solutions
3c32f16c-6f44-425b-939b-c71467d40b7f,name,ACL Analytics
a283a7a0-5ef4-4d42-8964-77c5f75e0611,name,ACL Analytics (Galvanize)
966dd18d-e6ba-42d3-87d2-f719b175b3ae,name,Acoustics
874994b2-2f46-4142-b987-371601a95d4e,name,Actico
1a97cbbe-82aa-4a31-8d94-ede0fb297b61,name,Actimize
0265946f-ada0-45f9-ba0c-ba7272d50af3,name,Actimize Fraud Management
248cb500-e4dd-4a0c-8f99-b7b7b25a4649,name,Active Listening
ec590bcc-3328-4250-96f5-37c1717f216f,name,Active Risk Manager (ARM)
370a7265-fca7-4927-a598-793a1f6a6c16,name,ActiveCampaign
395264b8-883c-4f52-91c5-531c6444cbec,name,Ada
34dc3c97-64a0-4d45-8039-2ee39f3caaa1,name,Adaptive Beamforming
f28f3bb0-c3bd-4369-bd09-ff27a5e88fe5,name,ADF (Application Development Framework)
507ae085-0011-4f30-9998-9950b053a16d,name,Adhesion and Adhesives
0a7a4b13-732c-4ae6-b60f-062c1199f3c4,name,Adobe Acrobat
de73578f-01d5-4a0b-b7f3-5f8175c044d0,name,Adobe Acrobat Pro
fa2800e3-567a-4ae5-8c70-73b762c38195,name,Adobe Advertising Cloud
77fa8b4e-7a77-4996-8ddf-26b63d062c8a,name,Adobe After Effects
c1a007d8-5d91-4e2f-8403-f3edc1560543,name,Adobe Analytics
9e274e05-fb82-450f-a108-5c6ecd7a6138,name,Adobe Captivate
70ee8ee0-ea32-4f87-811d-6d86112c0de8,name,Adobe Creative Suite
1796c683-4c56-4fd7-8491-854dd6edf0e5,name,Adobe Experience Manager
bb7da1c9-cbc9-40b4-966b-3b0b47c1f35e,name,Adobe Experience Manager (AEM)
325bc715-07dd-44d1-8111-2c9cd71dc494,name,Adobe Experience Platform
0f7ae281-0913-47a4-b2ab-ec25380bd052,name,Adobe Illustrator
d05e81d6-a909-4877-a15e-8dc5098d00cf,name,Adobe InDesign
183d4c8e-8e78-4f37-b2ba-148fa55b3a8a,name,Adobe Lightroom
9c57e5e2-6d1c-46ca-abf9-b2e663f9a4d7,name,Adobe Photoshop
8c4da914-44bc-4596-b205-37146c2593d7,name,Adobe Premiere Pro
d01683b7-04a2-41b1-a719-771f72b2b14c,name,Adobe Sign
31697613-0224-4d67-b073-781f1f3d4e54,name,Adobe XD
55714afa-7412-4a85-b7ad-c8f457608b5d,name,ADP GlobalView HCM
ff8cc43e-61ab-411e-ba88-14af27b3e9e1,name,ADP Workforce Now
c27640e3-edec-4ade-b117-f08dcc9f5478,name,Advanced Analytical Techniques and Instrumentation
f8d1fe7a-df5a-42f8-ace9-c5ae34425090,name,Advanced Analytics and Predictive Maintenance
ac2f8b7c-4320-4679-849a-48c2f227e7ff,name,Advanced Data Analytics for Construction
27cf8a04-829e-4ed5-b2bc-51b036ae34b4,name,Advanced Design System (ADS)
d3404b72-d87f-4bb3-9f5d-a44337baa149,name,Advanced Excel for Data Analysis
7cc8a59a-a9b0-4720-8e9c-52c24ee9b921,name,Advanced Mathematics
0449d453-4bee-45e4-992d-55c1605acf8f,name,Adverse Event Case Processing
329fcfd6-a041-42a2-891e-a4a8dddfdb1d,name,Advertising Strategy and Execution
ab77dd25-5aeb-4a76-bcd6-cea834572244,name,Adyen
876febfd-44ad-41f8-a689-94788469b03d,name,Affectiva
7beb611b-bdd4-42d7-a950-02b1c17cc665,name,AGi32
3a7f21c1-ab15-44ed-8418-c707d031a6db,name,Agile and Iterative Project Management
